Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 T_gas 
1249 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1250 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1251 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1252 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1253 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1254 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1255 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1256 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1257 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1258 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1259 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1260 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1261 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1262 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1263 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1264 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1265 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1266 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1267 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1268 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1269 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1270 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1271 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1272 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1273 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1274 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1275 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1276 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1277 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1278 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1279 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1280 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1281 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1282 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1283 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1284 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1285 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1286 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1287 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1288 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1289 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1290 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1291 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1292 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1293 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1294 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1295 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1296 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1297 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1298 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1299 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1300 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1301 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1302 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1303 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1304 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1305 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1306 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1307 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1308 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1309 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1310 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1311 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1312 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1313 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1314 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1315 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1316 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1317 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1318 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1319 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1320 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1321 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1322 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1323 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1324 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1325 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1326 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1327 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1328 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1329 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1330 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1331 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1332 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1333 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1334 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1335 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1336 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1337 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1338 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1339 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1340 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1341 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1342 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1343 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1344 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1345 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1346 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1347 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1348 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1349 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1350 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1351 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1352 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1353 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1354 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1355 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1356 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1357 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1358 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1359 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1360 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1361 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1362 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1363 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1364 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1365 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1366 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1367 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1368 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1369 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1370 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1371 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1372 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1373 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1374 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1375 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1376 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1377 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1378 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1379 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1380 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1381 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1382 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1383 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1384 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1385 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1386 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1387 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1388 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1389 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1390 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1391 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1392 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1393 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1394 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1395 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1396 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1397 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1398 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1399 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1400 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1401 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1402 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1403 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1404 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1405 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1406 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1407 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1408 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1409 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1410 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1411 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1412 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1413 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1414 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1415 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1416 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1417 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1418 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1419 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1420 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1421 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1422 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1423 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1424 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1425 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1426 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1427 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1428 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1429 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1430 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1431 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1432 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1433 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1434 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1435 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1436 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1437 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1438 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1439 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1440 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1441 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1442 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1443 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1444 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1445 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1446 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1447 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1448 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1449 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1450 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1451 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1452 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1453 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1454 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1455 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1456 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1457 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1458 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1459 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1460 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1461 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1462 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1463 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
